parkname,lat,lng,wkday,hr_bkt,db
Cold Spring Park,42.328196000000005,-71.211866,1,5 pm - 8 pm,64.14
Cold Spring Park,42.328196000000005,-71.211866,1,8 am - 10 am,62.67
Cold Spring Park,42.328196000000005,-71.211866,1,9 pm - 11 pm,63.91
Constitution Beach,42.385245,-71.0105412,0,11 am - 1 pm,49.91
Constitution Beach,42.385245,-71.0105412,0,12 am - 2 am,48.63
Constitution Beach,42.385245,-71.0105412,0,2 pm - 4 pm,55.2
Constitution Beach,42.385245,-71.0105412,0,3 am - 7 am,47.06
Constitution Beach,42.385245,-71.0105412,0,5 pm - 8 pm,55.79
Constitution Beach,42.385245,-71.0105412,0,8 am - 10 am,47.64
Constitution Beach,42.385245,-71.0105412,0,9 pm - 11 pm,54.44
Constitution Beach,42.385245,-71.0105412,1,11 am - 1 pm,50.18
Constitution Beach,42.385245,-71.0105412,1,12 am - 2 am,49.27
Constitution Beach,42.385245,-71.0105412,1,2 pm - 4 pm,55.7
Constitution Beach,42.385245,-71.0105412,1,3 am - 7 am,47.29
Constitution Beach,42.385245,-71.0105412,1,5 pm - 8 pm,56.36
Constitution Beach,42.385245,-71.0105412,1,8 am - 10 am,47.87
Constitution Beach,42.385245,-71.0105412,1,9 pm - 11 pm,54.96
Coolidge Park,42.346216,-71.131314,0,11 am - 1 pm,68.27
Coolidge Park,42.346216,-71.131314,0,12 am - 2 am,65.37
Coolidge Park,42.346216,-71.131314,0,2 pm - 4 pm,69.0
Coolidge Park,42.346216,-71.131314,0,3 am - 7 am,62.6
Coolidge Park,42.346216,-71.131314,0,5 pm - 8 pm,67.63
Coolidge Park,42.346216,-71.131314,0,8 am - 10 am,66.21
Coolidge Park,42.346216,-71.131314,0,9 pm - 11 pm,66.42
Coolidge Park,42.346216,-71.131314,1,11 am - 1 pm,67.68
Coolidge Park,42.346216,-71.131314,1,12 am - 2 am,65.02
Coolidge Park,42.346216,-71.131314,1,2 pm - 4 pm,68.36
Coolidge Park,42.346216,-71.131314,1,3 am - 7 am,62.18
Coolidge Park,42.346216,-71.131314,1,5 pm - 8 pm,67.06
Coolidge Park,42.346216,-71.131314,1,8 am - 10 am,65.68
Coolidge Park,42.346216,-71.131314,1,9 pm - 11 pm,65.9
Copley Square,42.350063899999995,-71.0761142,0,11 am - 1 pm,61.91
Copley Square,42.350063899999995,-71.0761142,0,12 am - 2 am,61.52
Copley Square,42.350063899999995,-71.0761142,0,2 pm - 4 pm,62.25
Copley Square,42.350063899999995,-71.0761142,0,3 am - 7 am,57.29
Copley Square,42.350063899999995,-71.0761142,0,5 pm - 8 pm,62.12
Copley Square,42.350063899999995,-71.0761142,0,8 am - 10 am,59.78
Copley Square,42.350063899999995,-71.0761142,0,9 pm - 11 pm,63.26
Copley Square,42.350063899999995,-71.0761142,1,11 am - 1 pm,61.61
Copley Square,42.350063899999995,-71.0761142,1,12 am - 2 am,62.0
Copley Square,42.350063899999995,-71.0761142,1,2 pm - 4 pm,62.28
Copley Square,42.350063899999995,-71.0761142,1,3 am - 7 am,57.59
Copley Square,42.350063899999995,-71.0761142,1,5 pm - 8 pm,62.33
Copley Square,42.350063899999995,-71.0761142,1,8 am - 10 am,59.8
Copley Square,42.350063899999995,-71.0761142,1,9 pm - 11 pm,63.29
Copley Square Fountain,42.35016987,-71.07620242,0,11 am - 1 pm,62.63
Copley Square Fountain,42.35016987,-71.07620242,0,12 am - 2 am,61.42
Copley Square Fountain,42.35016987,-71.07620242,0,2 pm - 4 pm,62.44
Copley Square Fountain,42.35016987,-71.07620242,0,3 am - 7 am,57.62
Copley Square Fountain,42.35016987,-71.07620242,0,5 pm - 8 pm,62.2
Copley Square Fountain,42.35016987,-71.07620242,0,8 am - 10 am,59.95
Copley Square Fountain,42.35016987,-71.07620242,0,9 pm - 11 pm,63.46
Copley Square Fountain,42.35016987,-71.07620242,1,11 am - 1 pm,62.28
Copley Square Fountain,42.35016987,-71.07620242,1,12 am - 2 am,62.02
Copley Square Fountain,42.35016987,-71.07620242,1,2 pm - 4 pm,62.46
Copley Square Fountain,42.35016987,-71.07620242,1,3 am - 7 am,57.94
Copley Square Fountain,42.35016987,-71.07620242,1,5 pm - 8 pm,62.44
Copley Square Fountain,42.35016987,-71.07620242,1,8 am - 10 am,59.97
Copley Square Fountain,42.35016987,-71.07620242,1,9 pm - 11 pm,63.55
Corey Hill Outlook,42.34252732,-71.13377094,0,11 am - 1 pm,57.6
Corey Hill Outlook,42.34252732,-71.13377094,0,12 am - 2 am,56.88
Corey Hill Outlook,42.34252732,-71.13377094,0,2 pm - 4 pm,57.98
Corey Hill Outlook,42.34252732,-71.13377094,0,3 am - 7 am,56.61
Corey Hill Outlook,42.34252732,-71.13377094,0,5 pm - 8 pm,59.19
Corey Hill Outlook,42.34252732,-71.13377094,0,8 am - 10 am,57.56
Corey Hill Outlook,42.34252732,-71.13377094,0,9 pm - 11 pm,56.88
Corey Hill Outlook,42.34252732,-71.13377094,1,11 am - 1 pm,57.79
Corey Hill Outlook,42.34252732,-71.13377094,1,12 am - 2 am,57.14
Corey Hill Outlook,42.34252732,-71.13377094,1,2 pm - 4 pm,58.13
Corey Hill Outlook,42.34252732,-71.13377094,1,3 am - 7 am,56.84
Corey Hill Outlook,42.34252732,-71.13377094,1,5 pm - 8 pm,59.52
Corey Hill Outlook,42.34252732,-71.13377094,1,8 am - 10 am,57.68
Corey Hill Outlook,42.34252732,-71.13377094,1,9 pm - 11 pm,57.31
Cutler Park,42.296224,-71.21210400000001,0,11 am - 1 pm,64.97
Cutler Park,42.296224,-71.21210400000001,0,12 am - 2 am,64.88
Cutler Park,42.296224,-71.21210400000001,0,2 pm - 4 pm,65.61
Cutler Park,42.296224,-71.21210400000001,0,3 am - 7 am,62.52
Cutler Park,42.296224,-71.21210400000001,0,5 pm - 8 pm,65.82
Cutler Park,42.296224,-71.21210400000001,0,8 am - 10 am,63.73
Cutler Park,42.296224,-71.21210400000001,0,9 pm - 11 pm,65.56
Cutler Park,42.296224,-71.21210400000001,1,11 am - 1 pm,65.03
Cutler Park,42.296224,-71.21210400000001,1,12 am - 2 am,64.9
Cutler Park,42.296224,-71.21210400000001,1,2 pm - 4 pm,65.7
Cutler Park,42.296224,-71.21210400000001,1,3 am - 7 am,62.49
Cutler Park,42.296224,-71.21210400000001,1,5 pm - 8 pm,65.86
Cutler Park,42.296224,-71.21210400000001,1,8 am - 10 am,63.75
Cutler Park,42.296224,-71.21210400000001,1,9 pm - 11 pm,65.51
Dana Park,42.361328,-71.10813900000001,0,11 am - 1 pm,54.2
Dana Park,42.361328,-71.10813900000001,0,12 am - 2 am,55.25
Dana Park,42.361328,-71.10813900000001,0,2 pm - 4 pm,53.9
Dana Park,42.361328,-71.10813900000001,0,3 am - 7 am,53.34
Dana Park,42.361328,-71.10813900000001,0,5 pm - 8 pm,56.11
Dana Park,42.361328,-71.10813900000001,0,8 am - 10 am,54.13
Dana Park,42.361328,-71.10813900000001,0,9 pm - 11 pm,55.22
Dana Park,42.361328,-71.10813900000001,1,11 am - 1 pm,53.76
Dana Park,42.361328,-71.10813900000001,1,12 am - 2 am,55.02
Dana Park,42.361328,-71.10813900000001,1,2 pm - 4 pm,53.73
Dana Park,42.361328,-71.10813900000001,1,3 am - 7 am,53.25
Dana Park,42.361328,-71.10813900000001,1,5 pm - 8 pm,56.08
Dana Park,42.361328,-71.10813900000001,1,8 am - 10 am,53.85
Dana Park,42.361328,-71.10813900000001,1,9 pm - 11 pm,54.98
Danehy Park,42.38854583,-71.13260911,0,11 am - 1 pm,59.5
Danehy Park,42.38854583,-71.13260911,0,12 am - 2 am,59.27
Danehy Park,42.38854583,-71.13260911,0,2 pm - 4 pm,59.85
Danehy Park,42.38854583,-71.13260911,0,3 am - 7 am,56.25
Danehy Park,42.38854583,-71.13260911,0,5 pm - 8 pm,60.86
Danehy Park,42.38854583,-71.13260911,0,8 am - 10 am,58.51
Danehy Park,42.38854583,-71.13260911,0,9 pm - 11 pm,59.63
Danehy Park,42.38854583,-71.13260911,1,11 am - 1 pm,59.41
Danehy Park,42.38854583,-71.13260911,1,12 am - 2 am,59.42
Danehy Park,42.38854583,-71.13260911,1,2 pm - 4 pm,59.81
Danehy Park,42.38854583,-71.13260911,1,3 am - 7 am,56.51
Danehy Park,42.38854583,-71.13260911,1,5 pm - 8 pm,61.02
Danehy Park,42.38854583,-71.13260911,1,8 am - 10 am,58.49
Danehy Park,42.38854583,-71.13260911,1,9 pm - 11 pm,59.68
David Dorothy Ramler Park,42.34259135,-71.10070712,0,11 am - 1 pm,63.28
David Dorothy Ramler Park,42.34259135,-71.10070712,0,12 am - 2 am,65.38
David Dorothy Ramler Park,42.34259135,-71.10070712,0,2 pm - 4 pm,64.42
David Dorothy Ramler Park,42.34259135,-71.10070712,0,3 am - 7 am,61.53
David Dorothy Ramler Park,42.34259135,-71.10070712,0,5 pm - 8 pm,65.24
David Dorothy Ramler Park,42.34259135,-71.10070712,0,8 am - 10 am,62.57
David Dorothy Ramler Park,42.34259135,-71.10070712,0,9 pm - 11 pm,65.45
David Dorothy Ramler Park,42.34259135,-71.10070712,1,11 am - 1 pm,62.95
David Dorothy Ramler Park,42.34259135,-71.10070712,1,12 am - 2 am,65.13
David Dorothy Ramler Park,42.34259135,-71.10070712,1,2 pm - 4 pm,64.26
David Dorothy Ramler Park,42.34259135,-71.10070712,1,3 am - 7 am,61.26
David Dorothy Ramler Park,42.34259135,-71.10070712,1,5 pm - 8 pm,65.1
David Dorothy Ramler Park,42.34259135,-71.10070712,1,8 am - 10 am,62.23
David Dorothy Ramler Park,42.34259135,-71.10070712,1,9 pm - 11 pm,65.23
Dewey Square Park,42.35341628,-71.05470679999999,0,11 am - 1 pm,62.44
Dewey Square Park,42.35341628,-71.05470679999999,0,12 am - 2 am,63.52
Dewey Square Park,42.35341628,-71.05470679999999,0,2 pm - 4 pm,63.26
Dewey Square Park,42.35341628,-71.05470679999999,0,3 am - 7 am,59.98
Dewey Square Park,42.35341628,-71.05470679999999,0,5 pm - 8 pm,63.98
Dewey Square Park,42.35341628,-71.05470679999999,0,8 am - 10 am,61.63
Dewey Square Park,42.35341628,-71.05470679999999,0,9 pm - 11 pm,64.23
Dewey Square Park,42.35341628,-71.05470679999999,1,11 am - 1 pm,61.68
Dewey Square Park,42.35341628,-71.05470679999999,1,12 am - 2 am,63.02
Dewey Square Park,42.35341628,-71.05470679999999,1,2 pm - 4 pm,62.68
Dewey Square Park,42.35341628,-71.05470679999999,1,3 am - 7 am,59.74
Dewey Square Park,42.35341628,-71.05470679999999,1,5 pm - 8 pm,63.4
Dewey Square Park,42.35341628,-71.05470679999999,1,8 am - 10 am,61.14
Dewey Square Park,42.35341628,-71.05470679999999,1,9 pm - 11 pm,63.44
Dorchester Park,42.27583587,-71.06702417,0,11 am - 1 pm,68.25
Dorchester Park,42.27583587,-71.06702417,0,12 am - 2 am,65.69
Dorchester Park,42.27583587,-71.06702417,0,2 pm - 4 pm,68.19
Dorchester Park,42.27583587,-71.06702417,0,3 am - 7 am,61.4
Dorchester Park,42.27583587,-71.06702417,0,5 pm - 8 pm,66.65
Dorchester Park,42.27583587,-71.06702417,0,8 am - 10 am,65.49
Dorchester Park,42.27583587,-71.06702417,0,9 pm - 11 pm,66.71
Dorchester Park,42.27583587,-71.06702417,1,11 am - 1 pm,67.67
Dorchester Park,42.27583587,-71.06702417,1,12 am - 2 am,65.39
Dorchester Park,42.27583587,-71.06702417,1,2 pm - 4 pm,67.66
Dorchester Park,42.27583587,-71.06702417,1,3 am - 7 am,61.07
Dorchester Park,42.27583587,-71.06702417,1,5 pm - 8 pm,66.25
Dorchester Park,42.27583587,-71.06702417,1,8 am - 10 am,65.03
Dorchester Park,42.27583587,-71.06702417,1,9 pm - 11 pm,66.21
East Boston Greenway,42.3709183,-71.0365372,0,11 am - 1 pm,43.85
East Boston Greenway,42.3709183,-71.0365372,0,12 am - 2 am,38.72
East Boston Greenway,42.3709183,-71.0365372,0,2 pm - 4 pm,53.37
East Boston Greenway,42.3709183,-71.0365372,0,3 am - 7 am,37.23
East Boston Greenway,42.3709183,-71.0365372,0,5 pm - 8 pm,54.04
East Boston Greenway,42.3709183,-71.0365372,0,8 am - 10 am,37.74
East Boston Greenway,42.3709183,-71.0365372,0,9 pm - 11 pm,50.74
East Boston Greenway,42.3709183,-71.0365372,1,11 am - 1 pm,44.18
East Boston Greenway,42.3709183,-71.0365372,1,12 am - 2 am,39.63
East Boston Greenway,42.3709183,-71.0365372,1,2 pm - 4 pm,53.99
East Boston Greenway,42.3709183,-71.0365372,1,3 am - 7 am,37.25
East Boston Greenway,42.3709183,-71.0365372,1,5 pm - 8 pm,54.67
East Boston Greenway,42.3709183,-71.0365372,1,8 am - 10 am,37.66
East Boston Greenway,42.3709183,-71.0365372,1,9 pm - 11 pm,51.29
East Boston Piers Park,42.364823,-71.03779499999999,0,11 am - 1 pm,55.18
East Boston Piers Park,42.364823,-71.03779499999999,0,12 am - 2 am,59.78
East Boston Piers Park,42.364823,-71.03779499999999,0,2 pm - 4 pm,57.28
East Boston Piers Park,42.364823,-71.03779499999999,0,3 am - 7 am,56.32
East Boston Piers Park,42.364823,-71.03779499999999,0,5 pm - 8 pm,59.65
East Boston Piers Park,42.364823,-71.03779499999999,0,8 am - 10 am,55.99
East Boston Piers Park,42.364823,-71.03779499999999,0,9 pm - 11 pm,59.65
East Boston Piers Park,42.364823,-71.03779499999999,1,11 am - 1 pm,54.77
East Boston Piers Park,42.364823,-71.03779499999999,1,12 am - 2 am,59.26
East Boston Piers Park,42.364823,-71.03779499999999,1,2 pm - 4 pm,56.8
East Boston Piers Park,42.364823,-71.03779499999999,1,3 am - 7 am,55.98
East Boston Piers Park,42.364823,-71.03779499999999,1,5 pm - 8 pm,59.03
East Boston Piers Park,42.364823,-71.03779499999999,1,8 am - 10 am,55.76
East Boston Piers Park,42.364823,-71.03779499999999,1,9 pm - 11 pm,59.01
Edward Sennott Park,42.36835009,-71.09982491,0,11 am - 1 pm,62.01
Edward Sennott Park,42.36835009,-71.09982491,0,12 am - 2 am,62.32
Edward Sennott Park,42.36835009,-71.09982491,0,2 pm - 4 pm,62.7
Edward Sennott Park,42.36835009,-71.09982491,0,3 am - 7 am,57.96
Edward Sennott Park,42.36835009,-71.09982491,0,5 pm - 8 pm,63.08
Edward Sennott Park,42.36835009,-71.09982491,0,8 am - 10 am,60.21
Edward Sennott Park,42.36835009,-71.09982491,0,9 pm - 11 pm,63.36
Edward Sennott Park,42.36835009,-71.09982491,1,11 am - 1 pm,62.17
Edward Sennott Park,42.36835009,-71.09982491,1,12 am - 2 am,62.61
Edward Sennott Park,42.36835009,-71.09982491,1,2 pm - 4 pm,63.01
Edward Sennott Park,42.36835009,-71.09982491,1,3 am - 7 am,58.27
Edward Sennott Park,42.36835009,-71.09982491,1,5 pm - 8 pm,63.41
Edward Sennott Park,42.36835009,-71.09982491,1,8 am - 10 am,60.48
Edward Sennott Park,42.36835009,-71.09982491,1,9 pm - 11 pm,63.6
Fellsmere Park,42.42766971,-71.08553409999999,0,11 am - 1 pm,70.08
Fellsmere Park,42.42766971,-71.08553409999999,0,12 am - 2 am,65.02
Fellsmere Park,42.42766971,-71.08553409999999,0,2 pm - 4 pm,70.1
Fellsmere Park,42.42766971,-71.08553409999999,0,3 am - 7 am,61.51
Fellsmere Park,42.42766971,-71.08553409999999,0,5 pm - 8 pm,67.53
Fellsmere Park,42.42766971,-71.08553409999999,0,8 am - 10 am,67.05
Fellsmere Park,42.42766971,-71.08553409999999,0,9 pm - 11 pm,66.65
Fellsmere Park,42.42766971,-71.08553409999999,1,11 am - 1 pm,69.34
Fellsmere Park,42.42766971,-71.08553409999999,1,12 am - 2 am,64.63
Fellsmere Park,42.42766971,-71.08553409999999,1,2 pm - 4 pm,69.32
Fellsmere Park,42.42766971,-71.08553409999999,1,3 am - 7 am,60.86
Fellsmere Park,42.42766971,-71.08553409999999,1,5 pm - 8 pm,66.89
Fellsmere Park,42.42766971,-71.08553409999999,1,8 am - 10 am,66.38
Fellsmere Park,42.42766971,-71.08553409999999,1,9 pm - 11 pm,66.05
Fort Independence Park,42.338518,-71.011839,0,11 am - 1 pm,69.45
Fort Independence Park,42.338518,-71.011839,0,12 am - 2 am,70.32
Fort Independence Park,42.338518,-71.011839,0,2 pm - 4 pm,70.29
Fort Independence Park,42.338518,-71.011839,0,3 am - 7 am,67.17
Fort Independence Park,42.338518,-71.011839,0,5 pm - 8 pm,71.91
Fort Independence Park,42.338518,-71.011839,0,8 am - 10 am,67.58
Fort Independence Park,42.338518,-71.011839,0,9 pm - 11 pm,71.86
Fort Independence Park,42.338518,-71.011839,1,11 am - 1 pm,69.29
Fort Independence Park,42.338518,-71.011839,1,12 am - 2 am,70.19
Fort Independence Park,42.338518,-71.011839,1,2 pm - 4 pm,70.12
Fort Independence Park,42.338518,-71.011839,1,3 am - 7 am,66.93
Fort Independence Park,42.338518,-71.011839,1,5 pm - 8 pm,71.69
Fort Independence Park,42.338518,-71.011839,1,8 am - 10 am,67.39
Fort Independence Park,42.338518,-71.011839,1,9 pm - 11 pm,71.58
Fort Revere Park,42.3040148,-70.9051179,0,11 am - 1 pm,67.36
Fort Revere Park,42.3040148,-70.9051179,0,12 am - 2 am,66.61
Fort Revere Park,42.3040148,-70.9051179,0,2 pm - 4 pm,67.81
Fort Revere Park,42.3040148,-70.9051179,0,3 am - 7 am,64.09
Fort Revere Park,42.3040148,-70.9051179,0,5 pm - 8 pm,68.43
Fort Revere Park,42.3040148,-70.9051179,0,8 am - 10 am,65.06
Fort Revere Park,42.3040148,-70.9051179,0,9 pm - 11 pm,68.34
Fort Revere Park,42.3040148,-70.9051179,1,11 am - 1 pm,67.32
Fort Revere Park,42.3040148,-70.9051179,1,12 am - 2 am,66.72
Fort Revere Park,42.3040148,-70.9051179,1,2 pm - 4 pm,67.77
Fort Revere Park,42.3040148,-70.9051179,1,3 am - 7 am,63.98
Fort Revere Park,42.3040148,-70.9051179,1,5 pm - 8 pm,68.41
Fort Revere Park,42.3040148,-70.9051179,1,8 am - 10 am,64.95
Fort Revere Park,42.3040148,-70.9051179,1,9 pm - 11 pm,68.31
Fort Washington,42.356369,-71.104589,0,11 am - 1 pm,65.3
Fort Washington,42.356369,-71.104589,0,12 am - 2 am,63.96
Fort Washington,42.356369,-71.104589,0,2 pm - 4 pm,64.83
Fort Washington,42.356369,-71.104589,0,3 am - 7 am,60.28
Fort Washington,42.356369,-71.104589,0,5 pm - 8 pm,64.32
Fort Washington,42.356369,-71.104589,0,8 am - 10 am,63.54
Fort Washington,42.356369,-71.104589,0,9 pm - 11 pm,64.42
Fort Washington,42.356369,-71.104589,1,11 am - 1 pm,64.03
Fort Washington,42.356369,-71.104589,1,12 am - 2 am,62.77
Fort Washington,42.356369,-71.104589,1,2 pm - 4 pm,63.64
Fort Washington,42.356369,-71.104589,1,3 am - 7 am,59.24
Fort Washington,42.356369,-71.104589,1,5 pm - 8 pm,63.04
Fort Washington,42.356369,-71.104589,1,8 am - 10 am,62.47
Fort Washington,42.356369,-71.104589,1,9 pm - 11 pm,63.0
Francis William Bird Park,42.15887986,-71.21313931,0,11 am - 1 pm,67.07
Francis William Bird Park,42.15887986,-71.21313931,0,12 am - 2 am,65.78
Francis William Bird Park,42.15887986,-71.21313931,0,2 pm - 4 pm,67.34
Francis William Bird Park,42.15887986,-71.21313931,0,3 am - 7 am,63.58
Francis William Bird Park,42.15887986,-71.21313931,0,5 pm - 8 pm,67.2
Francis William Bird Park,42.15887986,-71.21313931,0,8 am - 10 am,64.91
Francis William Bird Park,42.15887986,-71.21313931,0,9 pm - 11 pm,67.09
Francis William Bird Park,42.15887986,-71.21313931,1,11 am - 1 pm,67.17
Francis William Bird Park,42.15887986,-71.21313931,1,12 am - 2 am,65.93
Francis William Bird Park,42.15887986,-71.21313931,1,2 pm - 4 pm,67.44
Francis William Bird Park,42.15887986,-71.21313931,1,3 am - 7 am,63.54
Francis William Bird Park,42.15887986,-71.21313931,1,5 pm - 8 pm,67.27
Francis William Bird Park,42.15887986,-71.21313931,1,8 am - 10 am,64.94
Francis William Bird Park,42.15887986,-71.21313931,1,9 pm - 11 pm,67.1
Franklin Park,42.30416605,-71.09733582,0,11 am - 1 pm,62.51
Franklin Park,42.30416605,-71.09733582,0,12 am - 2 am,62.33
Franklin Park,42.30416605,-71.09733582,0,2 pm - 4 pm,64.04
Franklin Park,42.30416605,-71.09733582,0,3 am - 7 am,58.45
Franklin Park,42.30416605,-71.09733582,0,5 pm - 8 pm,64.64
Franklin Park,42.30416605,-71.09733582,0,8 am - 10 am,60.42
Franklin Park,42.30416605,-71.09733582,0,9 pm - 11 pm,64.28
Franklin Park,42.30416605,-71.09733582,1,11 am - 1 pm,62.54
Franklin Park,42.30416605,-71.09733582,1,12 am - 2 am,62.54
Franklin Park,42.30416605,-71.09733582,1,2 pm - 4 pm,64.06
Franklin Park,42.30416605,-71.09733582,1,3 am - 7 am,58.42
Franklin Park,42.30416605,-71.09733582,1,5 pm - 8 pm,64.65
Franklin Park,42.30416605,-71.09733582,1,8 am - 10 am,60.42
Franklin Park,42.30416605,-71.09733582,1,9 pm - 11 pm,64.32
Franklin Street Park,42.36758217,-71.1104954,0,11 am - 1 pm,65.99
Franklin Street Park,42.36758217,-71.1104954,0,12 am - 2 am,66.64
Franklin Street Park,42.36758217,-71.1104954,0,2 pm - 4 pm,67.13
Franklin Street Park,42.36758217,-71.1104954,0,3 am - 7 am,62.96
Franklin Street Park,42.36758217,-71.1104954,0,5 pm - 8 pm,67.49
Franklin Street Park,42.36758217,-71.1104954,0,8 am - 10 am,64.84
Franklin Street Park,42.36758217,-71.1104954,0,9 pm - 11 pm,67.23
Franklin Street Park,42.36758217,-71.1104954,1,11 am - 1 pm,66.41
Franklin Street Park,42.36758217,-71.1104954,1,12 am - 2 am,67.04
Franklin Street Park,42.36758217,-71.1104954,1,2 pm - 4 pm,67.59
Franklin Street Park,42.36758217,-71.1104954,1,3 am - 7 am,63.4
Franklin Street Park,42.36758217,-71.1104954,1,5 pm - 8 pm,67.93
Franklin Street Park,42.36758217,-71.1104954,1,8 am - 10 am,65.32
Franklin Street Park,42.36758217,-71.1104954,1,9 pm - 11 pm,67.63
Fresh Pond,42.383083,-71.144048,0,11 am - 1 pm,60.41
Fresh Pond,42.383083,-71.144048,0,12 am - 2 am,59.27
Fresh Pond,42.383083,-71.144048,0,2 pm - 4 pm,60.82
Fresh Pond,42.383083,-71.144048,0,3 am - 7 am,57.56
Fresh Pond,42.383083,-71.144048,0,5 pm - 8 pm,61.22
Fresh Pond,42.383083,-71.144048,0,8 am - 10 am,59.38
Fresh Pond,42.383083,-71.144048,0,9 pm - 11 pm,59.62
Fresh Pond,42.383083,-71.144048,1,11 am - 1 pm,60.29
Fresh Pond,42.383083,-71.144048,1,12 am - 2 am,59.29
Fresh Pond,42.383083,-71.144048,1,2 pm - 4 pm,60.66
Fresh Pond,42.383083,-71.144048,1,3 am - 7 am,57.62
Fresh Pond,42.383083,-71.144048,1,5 pm - 8 pm,61.18
Fresh Pond,42.383083,-71.144048,1,8 am - 10 am,59.32
Fresh Pond,42.383083,-71.144048,1,9 pm - 11 pm,59.58
Frog Pond Facility Boston Common,42.35668182,-71.06542206,0,11 am - 1 pm,62.42
Frog Pond Facility Boston Common,42.35668182,-71.06542206,0,12 am - 2 am,61.7
Frog Pond Facility Boston Common,42.35668182,-71.06542206,0,2 pm - 4 pm,63.29
Frog Pond Facility Boston Common,42.35668182,-71.06542206,0,3 am - 7 am,59.24
Frog Pond Facility Boston Common,42.35668182,-71.06542206,0,5 pm - 8 pm,63.33
Frog Pond Facility Boston Common,42.35668182,-71.06542206,0,8 am - 10 am,61.03
Frog Pond Facility Boston Common,42.35668182,-71.06542206,0,9 pm - 11 pm,63.08
Frog Pond Facility Boston Common,42.35668182,-71.06542206,1,11 am - 1 pm,62.04
Frog Pond Facility Boston Common,42.35668182,-71.06542206,1,12 am - 2 am,61.54
Frog Pond Facility Boston Common,42.35668182,-71.06542206,1,2 pm - 4 pm,62.99
Frog Pond Facility Boston Common,42.35668182,-71.06542206,1,3 am - 7 am,59.15
Frog Pond Facility Boston Common,42.35668182,-71.06542206,1,5 pm - 8 pm,63.12
Frog Pond Facility Boston Common,42.35668182,-71.06542206,1,8 am - 10 am,60.76
Frog Pond Facility Boston Common,42.35668182,-71.06542206,1,9 pm - 11 pm,62.75
George Washington Statue,42.35382567,-71.07095864,0,11 am - 1 pm,67.71
George Washington Statue,42.35382567,-71.07095864,0,12 am - 2 am,65.55
George Washington Statue,42.35382567,-71.07095864,0,2 pm - 4 pm,68.55
George Washington Statue,42.35382567,-71.07095864,0,3 am - 7 am,62.27
George Washington Statue,42.35382567,-71.07095864,0,5 pm - 8 pm,67.23
George Washington Statue,42.35382567,-71.07095864,0,8 am - 10 am,65.77
George Washington Statue,42.35382567,-71.07095864,0,9 pm - 11 pm,66.97
George Washington Statue,42.35382567,-71.07095864,1,11 am - 1 pm,67.03
George Washington Statue,42.35382567,-71.07095864,1,12 am - 2 am,65.48
George Washington Statue,42.35382567,-71.07095864,1,2 pm - 4 pm,68.07
George Washington Statue,42.35382567,-71.07095864,1,3 am - 7 am,62.03
George Washington Statue,42.35382567,-71.07095864,1,5 pm - 8 pm,66.97
George Washington Statue,42.35382567,-71.07095864,1,8 am - 10 am,65.24
George Washington Statue,42.35382567,-71.07095864,1,9 pm - 11 pm,66.66
Great Brook Farm State Park,42.5547665,-71.35007270000001,0,11 am - 1 pm,67.02
Great Brook Farm State Park,42.5547665,-71.35007270000001,0,12 am - 2 am,65.74
Great Brook Farm State Park,42.5547665,-71.35007270000001,0,2 pm - 4 pm,67.26
Great Brook Farm State Park,42.5547665,-71.35007270000001,0,3 am - 7 am,63.58
Great Brook Farm State Park,42.5547665,-71.35007270000001,0,5 pm - 8 pm,67.12
Great Brook Farm State Park,42.5547665,-71.35007270000001,0,8 am - 10 am,64.88
Great Brook Farm State Park,42.5547665,-71.35007270000001,0,9 pm - 11 pm,67.05
Great Brook Farm State Park,42.5547665,-71.35007270000001,1,11 am - 1 pm,67.13
Great Brook Farm State Park,42.5547665,-71.35007270000001,1,12 am - 2 am,65.88
Great Brook Farm State Park,42.5547665,-71.35007270000001,1,2 pm - 4 pm,67.36
Great Brook Farm State Park,42.5547665,-71.35007270000001,1,3 am - 7 am,63.55
Great Brook Farm State Park,42.5547665,-71.35007270000001,1,5 pm - 8 pm,67.18
Great Brook Farm State Park,42.5547665,-71.35007270000001,1,8 am - 10 am,64.91
Great Brook Farm State Park,42.5547665,-71.35007270000001,1,9 pm - 11 pm,67.05
Greene Rose Heritage Park,42.36617969,-71.09493016,0,11 am - 1 pm,64.14
Greene Rose Heritage Park,42.36617969,-71.09493016,0,12 am - 2 am,62.96
Greene Rose Heritage Park,42.36617969,-71.09493016,0,2 pm - 4 pm,64.26
Greene Rose Heritage Park,42.36617969,-71.09493016,0,3 am - 7 am,58.09
Greene Rose Heritage Park,42.36617969,-71.09493016,0,5 pm - 8 pm,64.28
Greene Rose Heritage Park,42.36617969,-71.09493016,0,8 am - 10 am,61.67
Greene Rose Heritage Park,42.36617969,-71.09493016,0,9 pm - 11 pm,63.89
Greene Rose Heritage Park,42.36617969,-71.09493016,1,11 am - 1 pm,63.19
Greene Rose Heritage Park,42.36617969,-71.09493016,1,12 am - 2 am,62.51
Greene Rose Heritage Park,42.36617969,-71.09493016,1,2 pm - 4 pm,63.45
Greene Rose Heritage Park,42.36617969,-71.09493016,1,3 am - 7 am,57.85
Greene Rose Heritage Park,42.36617969,-71.09493016,1,5 pm - 8 pm,63.62
